date, pm25, pm10, o3, no2, so2, co
2020/2/27, 77, 36, 33, 14, 3, 5
2020/2/28, 67, 34, 48, 21, 3, 5
2020/2/29, 64, 30, 34, 14, 3, 5
2020/3/1, 64, 29, 25, 13, 3, 5
2020/3/2, 63, 49, 28, 20, 4, 6
2020/3/3, 90, 11, 21, 13, 3, 6
2020/3/4, 31, 14, 15, 14, 3, 7
2020/3/5, 35, 31, 29, 18, 3, 5
2020/3/6, 65, 39, 14, 26, 3, 5
2020/3/7, 71, 23, 18, 16, 3, 4
2020/3/8, 47, 26, , 18, 3, 4
2020/3/9, 52, 16, 37, 9, 3, 5
2020/3/10, 32, 47, 27, 21, 4, 5
2020/3/11, 86, 52, 17, 31, 4, 6
2020/3/12, 88, 43, 8, 26, 3, 6
2020/3/13, 74, 34, , 9, 3, 6
2020/3/14, 69, 54, , 13, 4, 5
2020/3/15, 101, 53, 52, 20, 4, 5
2020/3/16, 85, 52, 30, 24, 4, 4
2020/3/17, 76, 50, 23, 29, 4, 6
2020/3/18, 97, 31, 17, 26, 4, 6
2020/3/19, 70, 38, 9, 32, 3, 7
2020/3/20, 85, 35, 15, 26, 3, 6
2020/3/21, 74, 34, 44, 16, 3, 4
2020/3/22, 66, 42, 61, 20, 4, 5
2020/3/23, 81, 40, 49, 17, 4, 4
2020/3/24, 77, 40, 46, 16, 3, 4
2020/3/25, 70, 32, 20, 17, 3, 4
2020/3/26, 65, 30, 19, 18, 3, 5
2020/3/27, 58, 18, 23, 13, 3, 5
2020/3/28, 40, 45, 15, 20, 4, 7
2020/3/29, 77, 11, 5, 11, 3, 6
2020/3/30, 22, 12, 2, 11, 3, 6
2020/3/31, 33, 19, 3, 12, , 7
2019/10/1, 152, 65, 121, 13, 5, 9
2019/10/2, 150, 46, 76, 9, 3, 6
2019/10/3, 95, 38, 73, 10, 4, 6
2019/10/4, 80, 51, 110, 18, 4, 7
2019/10/5, 107, 40, 56, 17, 4, 6
2019/10/6, 74, 37, 44, 21, 3, 7
2019/10/7, 76, 58, 52, 22, 4, 9
2019/10/8, 128, 54, 72, 19, 3, 9
2019/10/9, 124, 55, 101, 23, 4, 8
2019/10/10, 103, 56, 104, 22, 4, 8
2019/10/11, 109, 67, 110, 27, 5, 9
2019/10/12, 139, 43, 42, 15, 3, 8
2019/10/13, 102, 46, 40, 12, 3, 9
2019/10/14, 105, 43, 23, 13, 3, 8
2019/10/15, 97, 43, 48, 13, 3, 6
2019/10/16, 88, 43, 58, 13, 4, 5
2019/10/17, 90, 51, 65, 16, 5, 6
2019/10/18, 89, 53, 82, 18, 4, 7
2019/10/19, 103, 57, 84, 25, 4, 7
2019/10/20, 112, 67, 95, 28, 4, 8
2019/10/21, 131, 60, 110, 20, 4, 6
2019/10/22, 107, 61, 115, 23, 5, 7
2019/10/23, 105, 58, 62, 16, 3, 7
2019/10/24, 125, 60, 112, 18, 4, 7
2019/10/25, 119, 67, 33, 24, 4, 8
2019/10/26, 118, 51, 59, 16, 4, 8
2019/10/27, 103, 44, 12, 20, 4, 9
2019/10/28, 70, 36, 44, 16, 3, 7
2019/10/29, 60, 56, 42, 19, 3, 6
2019/10/30, 93, 71, 38, 22, 4, 6
2019/10/31, 117, 75, 70, 37, 5, 9
2019/11/1, 131, 79, 102, 40, 4, 9
2019/11/2, 135, 70, 67, 24, 6, 8
2019/11/3, 124, 71, 80, 14, 5, 7
2019/11/4, 129, 67, 71, 16, 5, 7
2019/11/5, 134, 64, 72, 21, 4, 7
2019/11/6, 121, 57, 59, 17, 5, 7
2019/11/7, 111, 51, 53, 16, 4, 6
2019/11/8, 95, 54, 62, 19, 4, 7
2019/11/9, 108, 61, 75, 31, 5, 9
2019/11/10, 125, 71, 93, 36, 6, 10
2019/11/11, 137, 57, 56, 26, 4, 8
2019/11/12, 91, 67, 71, 28, 4, 8
2019/11/13, 117, 56, 58, 16, 4, 6
2019/11/14, 111, 74, 19, 37, 5, 8
2019/11/15, 144, 75, 88, 30, 4, 7
2019/11/16, 125, 60, 76, 28, 4, 6
2019/11/17, 92, 66, 42, 28, 4, 8
2019/11/18, 114, 36, 43, 14, 3, 6
2019/11/19, 66, 51, 45, 18, 4, 6
2019/11/20, 89, 59, 15, 28, 5, 7
2019/11/21, 101, 62, , 35, 6, 8
2019/11/22, 106, 80, , 57, 5, 11
2019/11/23, 140, 66, , 39, 5, 10
2019/11/24, 124, 73, , 33, 5, 10
2019/11/25, 138, 58, , 21, 5, 9
2019/11/26, 113, 60, , 23, 5, 8
2019/11/27, 115, 36, , 14, 4, 8
2019/11/28, 58, 36, , 17, 3, 8
2019/11/29, 72, 50, , 26, 5, 9
2019/11/30, 93, 60, , 25, 6, 10
2019/12/1, 105, 38, , 12, 4, 7
2019/12/2, 70, 49, , 15, 5, 7
2019/12/3, 92, 51, , 16, 6, 6
2019/12/4, 93, 46, , 15, 6, 4
2019/12/5, 79, 49, 42, 13, 6, 4
2019/12/6, 85, 48, 41, 17, 6, 5
2019/12/7, 91, 47, 40, 20, 5, 6
2019/12/8, 90, 59, 30, 37, 6, 8
2019/12/9, 111, 71, 38, 44, 7, 9
2019/12/10, 129, 69, 37, 47, 7, 10
2019/12/11, 123, 79, 50, 49, 6, 9
2019/12/12, 138, 83, 62, 57, 6, 11
2019/12/13, 151, 100, 58, 59, 6, 12
2019/12/14, 162, 76, 46, 41, 5, 8
2019/12/15, 133, 57, 30, 35, 4, 7
2019/12/16, 85, 60, 13, 44, 4, 9
2019/12/17, 90, 67, 35, 42, 5, 9
2019/12/18, 113, 63, 4, 23, 4, 11
2019/12/19, 119, 39, 24, 19, 3, 11
2019/12/20, 71, 55, 11, 35, 4, 11
2019/12/21, 93, 61, 11, 28, 5, 11
2019/12/22, 105, 59, 26, 29, 5, 10
2019/12/23, 115, 56, 8, 37, 4, 10
2019/12/24, 92, 61, 31, 35, 4, 10
2019/12/25, 113, 54, 21, 29, 4, 11
2019/12/26, 110, 36, 36, 16, 4, 10
2019/12/27, 68, 61, 48, 28, 5, 11
2019/12/28, 119, 80, 31, 45, 6, 12
2019/12/29, 151, , , , , 
2019/7/1, 69, 27, 39, 12, 3, 5
2019/7/2, 54, 20, 25, 13, 2, 5
2019/7/3, 45, 24, 28, 14, 2, 5
2019/7/4, 51, 27, 7, 11, 2, 5
2019/7/5, 50, 29, , 10, 3, 5
2019/7/6, 55, 26, , 8, 2, 5
2019/7/7, 53, 30, , 8, 2, 5
2019/7/8, 58, 31, , 9, , 5
2019/7/9, 62, 18, 11, 18, 3, 6
2019/7/10, 52, 31, 58, 22, 3, 7
2019/7/11, 72, 35, 31, 15, 3, 6
2019/7/12, 64, 35, 38, 10, 2, 5
2019/7/13, 65, 35, 44, 10, 2, 6
2019/7/14, 70, 43, 58, 15, 2, 6
2019/7/15, 74, 46, 108, 13, 2, 6
2019/7/16, 85, 55, 11, 18, 4, 7
2019/7/17, 106, 52, , 20, 3, 7
2019/7/18, 101, 49, 32, 24, 4, 8
2019/7/19, 91, 38, 64, 24, 3, 8
2019/7/20, 80, 33, 26, 19, 3, 7
2019/7/21, 62, 36, 38, 23, 3, 8
2019/7/22, 69, 29, 27, 22, 3, 7
2019/7/23, 62, 32, 16, 20, 3, 6
2019/7/24, 62, 27, 6, 15, 3, 4
2019/7/25, 58, 25, 6, 11, 3, 4
2019/7/26, 58, 28, 78, 11, 2, 4
2019/7/27, 58, 26, 32, 15, 3, 5
2019/7/28, 57, 33, 2, 18, 3, 5
2019/7/29, 62, 17, 13, 12, 3, 4
2019/7/30, 35, 15, 9, 10, 2, 4
2019/7/31, 35, 11, 14, 9, , 3
2019/8/1, 27, 18, 29, 14, 3, 4
2019/8/2, 46, 20, 17, 15, 2, 5
2019/8/3, 49, 26, 66, 14, 3, 5
2019/8/4, 48, 52, 113, 23, 3, 6
2019/8/5, 91, 38, 63, 18, 4, 5
2019/8/6, 78, 42, 117, 21, 3, 6
2019/8/7, 88, 42, 79, 20, 4, 6
2019/8/8, 82, 47, 76, 18, 4, 6
2019/8/9, 86, 50, 87, 16, 4, 7
2019/8/10, 105, 43, 55, 10, 3, 6
2019/8/11, 95, 35, , 14, 3, 5
2019/8/12, 72, 36, , 17, 3, 6
2019/8/13, 73, 42, , 15, 3, 6
2019/8/14, 80, 33, 50, 17, 2, 6
2019/8/15, 74, 35, 80, 16, 3, 6
2019/8/16, 67, 31, 22, 27, 2, 7
2019/8/17, 74, 20, 22, 14, 2, 6
2019/8/18, 47, 43, 67, 20, 2, 8
2019/8/19, 85, 34, 43, 19, 3, 7
2019/8/20, 72, 51, 45, 18, 3, 7
2019/8/21, 97, 50, , 22, 3, 7
2019/8/22, 98, 48, , 26, 3, 8
2019/8/23, 95, 62, , 26, 4, 9
2019/8/24, 125, 50, , 20, 4, 8
2019/8/25, 111, 22, , 17, 3, 7
2019/8/26, 56, 28, , 18, 3, 7
2019/8/27, 56, 42, , 20, 3, 7
2019/8/28, 75, 33, , 17, 3, 7
2019/8/29, 65, 24, , 14, 3, 6
2019/8/30, 47, 18, , 13, 2, 6
2019/8/31, 47, 18, 27, 12, 2, 6
2019/9/1, 46, 14, 15, 10, 2, 6
2019/9/2, 35, 20, 7, 11, 2, 7
2019/9/3, 53, 22, , 12, 2, 6
2019/9/4, 60, 20, , 13, 2, 4
2019/9/5, 47, 26, , 15, 2, 5
2019/9/6, 54, 47, , 25, 3, 6
2019/9/7, 94, 54, , 17, 3, 7
2019/9/8, 116, 45, 69, 19, 3, 6
2019/9/9, 92, 32, 80, 16, 3, 4
2019/9/10, 62, 44, 113, 18, 4, 5
2019/9/11, 84, 43, 99, 20, 3, 6
2019/9/12, 90, 37, 97, 10, 3, 5
2019/9/13, 75, 31, 33, 15, 3, 6
2019/9/14, 65, 40, 73, 17, 3, 6
2019/9/15, 79, 35, 53, 20, 3, 7
2019/9/16, 78, 34, 71, 19, 2, 7
2019/9/17, 85, 46, 63, 20, 3, 7
2019/9/18, 94, 52, 74, 13, 4, 7
2019/9/19, 99, 53, 73, 20, 5, 6
2019/9/20, 93, 59, 89, 17, 5, 7
2019/9/21, 109, 49, 69, 17, 5, 6
2019/9/22, 79, 43, 63, 16, 4, 7
2019/9/23, 75, 50, 29, 25, 4, 7
2019/9/24, 88, 60, , 30, 5, 7
2019/9/25, 115, 65, , 28, 5, 7
2019/9/26, 129, 69, , 29, 5, 8
2019/9/27, 138, 63, , 34, 5, 8
2019/9/28, 136, 68, 70, 31, 5, 8
2019/9/29, 131, 63, 103, 30, 6, 9
2019/9/30, 131, 74, 114, 38, 7, 10
2019/4/1, 69, 44, , 21, 2, 7
2019/4/2, 85, 57, , 32, 3, 7
2019/4/3, 95, 48, , 26, 2, 8
2019/4/4, 85, 47, , 17, 2, 8
2019/4/5, 79, 57, , 23, 3, 8
2019/4/6, 118, 46, , 18, 3, 6
2019/4/7, 82, 43, , 18, 2, 5
2019/4/8, 71, 34, , 15, 2, 5
2019/4/9, 62, 46, , 16, 2, 5
2019/4/10, 83, 38, , 17, 3, 6
2019/4/11, 70, 21, 2, 17, 2, 7
2019/4/12, 46, 37, 6, 27, 2, 8
2019/4/13, 79, 44, 9, 27, 3, 8
2019/4/14, 85, 23, 6, 20, 2, 8
2019/4/15, 50, 24, 37, 26, 2, 8
2019/4/16, 58, 46, 57, 29, 2, 10
2019/4/17, 93, 38, 19, 31, 2, 8
2019/4/18, 73, 24, 26, 29, 2, 7
2019/4/19, 54, 26, 13, 31, 3, 8
2019/4/20, 65, 43, 10, 32, 3, 10
2019/4/21, 89, 31, 25, 21, 2, 7
2019/4/22, 66, 40, 31, 22, 2, 7
2019/4/23, 75, 34, 34, 17, 2, 5
2019/4/24, 63, 39, 44, 16, 2, 5
2019/4/25, 80, 41, 25, 28, 3, 7
2019/4/26, 94, 21, 27, 23, 2, 7
2019/4/27, 49, 36, 43, 23, 2, 7
2019/4/28, 74, 42, 32, 22, 3, 7
2019/4/29, 68, 28, 41, 17, 2, 7
2019/4/30, 60, 25, 31, 11, 2, 8
2019/5/1, 52, 25, , 13, 2, 9
2019/5/2, 64, 34, , 16, 3, 8
2019/5/3, 69, 57, , 34, 3, 9
2019/5/4, 100, 15, , 19, 1, 8
2019/5/5, 41, 10, , 16, 2, 8
2019/5/6, 25, 16, , 16, , 8
2019/5/7, 43, 14, , 17, 2, 8
2019/5/8, 40, 18, 6, 20, 3, 8
2019/5/9, 47, 35, 34, 23, 3, 8
2019/5/10, 77, 61, 115, 27, 5, 8
2019/5/11, 114, 42, 81, 18, 4, 6
2019/5/12, 73, 42, 58, 20, 4, 5
2019/5/13, 74, 35, 11, 14, 3, 4
2019/5/14, 68, 34, , 14, 4, 5
2019/5/15, 71, 39, , 13, 3, 5
2019/5/16, 71, 41, , 16, 3, 6
2019/5/17, 75, 39, 52, 13, 3, 5
2019/5/18, 71, 39, 52, 13, 3, 5
2019/5/19, 68, 26, 9, 12, 3, 5
2019/5/20, 55, 47, , 17, 4, 6
2019/5/21, 101, 45, , 20, 3, 6
2019/5/22, 82, 37, , 24, 3, 8
2019/5/23, 81, 38, , 20, 3, 6
2019/5/24, 81, 32, , 18, 3, 5
2019/5/25, 65, 18, , 15, 3, 5
2019/5/26, 43, 19, , 18, 3, 5
2019/5/27, 45, 25, , 23, 3, 6
2019/5/28, 58, 22, , 21, 3, 7
2019/5/29, 55, 32, , 22, 3, 6
2019/5/30, 71, 37, , 24, 4, 6
2019/5/31, 69, 30, , 21, 3, 7
2019/6/1, 71, 19, , 15, 3, 6
2019/6/2, 49, 26, , 17, 3, 6
2019/6/3, 65, 29, , 20, 3, 7
2019/6/4, 62, 31, , 20, 4, 7
2019/6/5, 64, 24, , 16, 3, 5
2019/6/6, 51, 23, , 12, 3, 5
2019/6/7, 48, 17, , 8, 3, 4
2019/6/8, 38, 20, 28, 7, 3, 5
2019/6/9, 39, 22, 27, 13, 3, 5
2019/6/10, 46, 23, 25, 24, 3, 7
2019/6/11, 61, 27, 38, 25, 3, 7
2019/6/12, 59, 23, 54, 17, 3, 6
2019/6/13, 52, 24, 65, 13, 4, 7
2019/6/14, 54, 30, 99, 13, 4, 6
2019/6/15, 67, 42, 87, 15, 4, 6
2019/6/16, 73, 39, 65, 16, 4, 6
2019/6/17, 71, 16, 18, 17, 3, 6
2019/6/18, 34, 24, 4, 20, 3, 6
2019/6/19, 56, 34, 22, 14, 3, 6
2019/6/20, 52, 19, , 10, 3, 5
2019/6/21, 50, 26, , 9, 4, 6
2019/6/22, 48, 23, , 11, 3, 6
2019/6/23, 47, 23, 9, 25, 3, 8
2019/6/24, 57, 31, 5, 25, 3, 7
2019/6/25, 75, 29, 29, 25, 3, 8
2019/6/26, 65, 34, 51, 18, 2, 6
2019/6/27, 64, 31, 61, 12, 2, 5
2019/6/28, 62, 32, 68, 11, 2, 5
2019/6/29, 62, 37, 53, 16, 2, 6
2019/6/30, 75, 38, 50, 18, 3, 6
2019/1/1, 89, 18, 5, 13, 3, 8
2019/1/2, 74, 31, 12, 17, 3, 7
2019/1/3, 69, 46, 2, 21, 3, 10
2019/1/4, 95, 36, 1, 16, 3, 10
2019/1/5, 87, 33, 5, 15, 3, 9
2019/1/6, 67, 42, 2, 18, 3, 10
2019/1/7, 88, 27, 6, 14, 3, 11
2019/1/8, 62, 38, 7, 19, 4, 11
2019/1/9, 77, 60, 7, 26, 4, 14
2019/1/10, 121, 81, 7, 38, 5, 16
2019/1/11, 156, 48, 5, 23, 4, 14
2019/1/12, 107, 47, 6, 26, 4, 13
2019/1/13, 95, 53, 24, 27, 4, 13
2019/1/14, 116, 50, 13, 27, 4, 14
2019/1/15, 115, 30, 14, 13, 3, 12
2019/1/16, 78, 38, 48, 15, 4, 12
2019/1/17, 88, 46, 24, 23, 4, 11
2019/1/18, 95, 74, 34, 43, 6, 13
2019/1/19, 141, 68, 22, 35, 5, 14
2019/1/20, 137, 46, 28, 12, 4, 10
2019/1/21, 105, 57, , 18, 5, 9
2019/1/22, 157, 52, , 29, 4, 8
2019/1/23, 137, 64, , 41, 6, 9
2019/1/24, 155, 69, , 53, 5, 10
2019/1/25, 158, 45, , 22, 6, 7
2019/1/26, 118, 59, , 24, 5, 9
2019/1/27, 150, 59, , 34, 5, 9
2019/1/28, 143, 59, , 40, 4, 10
2019/1/29, 136, 33, , 27, 4, 7
2019/1/30, 81, 27, , 24, 3, 7
2019/1/31, 71, 19, 24, 12, 3, 11
2019/2/1, 67, 38, 38, 20, 3, 10
2019/2/2, 87, 36, 37, 19, 3, 8
2019/2/3, 78, 40, 18, 19, 3, 8
2019/2/4, 92, 39, , 8, 3, 7
2019/2/5, 99, 36, , 8, 3, 7
2019/2/6, 83, 23, 28, 8, 2, 6
2019/2/7, 64, 24, 31, 9, 2, 6
2019/2/8, 65, 27, 23, 11, 2, 7
2019/2/9, 73, 22, 3, 9, 2, 9
2019/2/10, 53, 15, 2, 10, 2, 7
2019/2/11, 28, 27, 30, 16, 3, 6
2019/2/12, 68, 54, 27, 34, 4, 10
2019/2/13, 110, 33, 32, 25, 3, 6
2019/2/14, 74, 29, 17, 24, 3, 5
2019/2/15, 63, 32, 34, 21, 3, 6
2019/2/16, 66, 46, 3, 16, , 10
2019/2/17, 96, 22, 6, 19, 3, 9
2019/2/18, 56, 32, , 22, 3, 10
2019/2/19, 76, 39, 14, 17, 3, 9
2019/2/20, 81, 28, 10, 17, 2, 6
2019/2/21, 60, 21, 23, 13, 3, 10
2019/2/22, 54, 16, 8, 14, 2, 9
2019/2/23, 46, 13, 18, 13, 2, 10
2019/2/24, 32, 29, 8, 15, 2, 9
2019/2/25, 65, 39, , 19, 3, 10
2019/2/26, 77, 83, , 43, 4, 16
2019/2/27, 146, 84, , 30, 4, 16
2019/2/28, 135, 54, , 24, 4, 10
2019/3/1, 96, 44, , 24, 4, 6
2019/3/2, 77, 28, , 20, 3, 7
2019/3/3, 59, 37, , 21, 3, 8
2019/3/4, 80, 28, 2, 24, 3, 7
2019/3/5, 55, 17, 13, 17, 2, 7
2019/3/6, 38, 15, 13, 15, , 8
2019/3/7, 43, 14, 7, 18, 2, 8
2019/3/8, 45, 12, , 19, 2, 9
2019/3/9, 35, 22, , 16, , 10
2019/3/10, 57, 43, , 24, 3, 10
2019/3/11, 95, 68, , 34, 4, 12
2019/3/12, 138, 62, , 35, 3, 8
2019/3/13, 116, 43, , 25, 2, 8
2019/3/14, 88, 45, , 18, 2, 6
2019/3/15, 93, 60, 69, 31, 4, 7
2019/3/16, 118, 65, 40, 32, 4, 6
2019/3/17, 97, 81, 16, 37, 3, 9
2019/3/18, 140, 60, , 25, 2, 8
2019/3/19, 114, 46, , 20, 2, 6
2019/3/20, 77, 42, , 18, 2, 6
2019/3/21, 78, 45, , 20, 2, 7
2019/3/22, 90, 28, , 13, 2, 7
2019/3/23, 59, 17, 9, 13, 2, 7
2019/3/24, 40, 29, 22, 24, 2, 9
2019/3/25, 60, 72, 10, 40, 4, 12
2019/3/26, 128, 52, 38, 29, 3, 6
2019/3/27, 83, 51, 36, 25, 2, 6
2019/3/28, 88, 51, 10, 24, 2, 7
2019/3/29, 86, 41, 66, 20, 2, 6
2019/3/30, 84, 50, 35, 24, 2, 5
2019/3/31, 82, 31, 12, 16, 1, 6
2018/10/1, 100, 45, , 18, 7, 7
2018/10/2, 97, 47, , 20, 7, 8
2018/10/3, 100, 46, , 23, 7, 8
2018/10/4, 112, 48, , 19, 8, 7
2018/10/5, 108, 41, , 21, 6, 7
2018/10/6, 99, 48, , 26, 6, 8
2018/10/7, 111, 65, , 26, 6, 9
2018/10/8, 153, 56, , 21, 6, 8
2018/10/9, 143, 25, , 16, 5, 9
2018/10/10, 169, 29, 23, 13, 4, 9
2018/10/11, 71, 36, 21, 15, 4, 9
2018/10/12, 95, 33, , 23, 4, 9
2018/10/13, 82, 50, 23, 30, 6, 10
2018/10/14, 98, 37, 8, 31, 6, 10
2018/10/15, 93, 18, 8, 18, 4, 10
2018/10/16, 56, 21, 14, 17, 4, 7
2018/10/17, 50, 23, 13, 17, 3, 6
2018/10/18, 62, 33, 28, 23, 5, 7
2018/10/19, 82, 49, 29, 29, 5, 7
2018/10/20, 114, 41, 57, 26, 5, 5
2018/10/21, 86, 38, 17, 28, 7, 6
2018/10/22, 90, 38, , 16, 4, 8
2018/10/23, 66, 34, , 22, 5, 8
2018/10/24, 77, 63, , 31, 6, 10
2018/10/25, 138, 56, , 37, 7, 9
2018/10/26, 149, 32, , 16, 5, 6
2018/10/27, 71, 36, , 18, 6, 5
2018/10/28, 83, 37, , 23, 7, 5
2018/10/29, 79, 38, , 23, 7, 5
2018/10/30, 80, 39, , 19, 7, 5
2018/10/31, 80, 46, 46, 17, 7, 6
2018/11/1, 88, 46, 43, 17, 6, 7
2018/11/2, 104, 24, , 18, 4, 6
2018/11/3, 63, 35, , 22, 5, 8
2018/11/4, 83, 55, , 33, 5, 10
2018/11/5, 119, 47, , 41, 6, 9
2018/11/6, 103, 56, , 33, 6, 9
2018/11/7, 127, 41, 24, 21, 6, 9
2018/11/8, 100, 41, 31, 26, 6, 9
2018/11/9, 79, 60, 23, 40, 8, 10
2018/11/10, 123, 59, 47, 31, 7, 10
2018/11/11, 132, 50, 36, 26, 5, 9
2018/11/12, 112, 37, 17, 19, 4, 8
2018/11/13, 87, 50, 70, 22, 7, 9
2018/11/14, 107, 43, 26, 16, 5, 7
2018/11/15, 81, 46, 5, 16, 5, 9
2018/11/16, 76, 17, 2, 10, 3, 10
2018/11/17, 39, 60, 1, 20, 5, 13
2018/11/18, 94, 20, 23, 11, 4, 10
2018/11/19, 45, 47, 5, 19, 5, 10
2018/11/20, 63, 64, 8, 20, 5, 10
2018/11/21, 85, 32, 30, 10, 5, 7
2018/11/22, 74, 50, 38, 17, 6, 7
2018/11/23, 122, 51, 37, 25, 5, 8
2018/11/24, 112, 43, 16, 22, 5, 7
2018/11/25, 87, 48, 31, 22, 5, 7
2018/11/26, 107, 49, 25, 24, 6, 6
2018/11/27, 106, 50, 15, 29, 6, 6
2018/11/28, 128, 46, 28, 29, 5, 6
2018/11/29, 106, 66, 56, 38, 7, 7
2018/11/30, 143, 69, 22, 43, 7, 8
2018/12/1, 148, 51, 38, 25, 7, 5
2018/12/2, 117, 47, 27, 27, 7, 5
2018/12/3, 88, 50, 32, 35, 6, 7
2018/12/4, 108, 56, 38, 28, 6, 7
2018/12/5, 129, 45, 45, 25, 6, 6
2018/12/6, 95, 17, 3, 14, 5, 7
2018/12/7, 64, 18, 6, 11, 4, 5
2018/12/8, 43, 13, 3, 11, 4, 5
2018/12/9, 35, 26, , 13, 5, 6
2018/12/10, 50, 24, 2, 12, 5, 7
2018/12/11, 68, 20, 6, 11, 5, 7
2018/12/12, 59, 27, 13, 13, 5, 6
2018/12/13, 82, 26, 17, 14, 5, 7
2018/12/14, 67, 44, 22, 18, 6, 8
2018/12/15, 86, 35, 14, 15, 5, 9
2018/12/16, 97, 37, 31, 17, 5, 7
2018/12/17, 82, 43, 26, 35, 6, 8
2018/12/18, 96, 74, 27, 51, 6, 10
2018/12/19, 132, 65, 32, 38, 6, 8
2018/12/20, 124, 48, 27, 28, 5, 7
2018/12/21, 92, 46, 41, 25, 4, 7
2018/12/22, 99, 38, 14, 18, 4, 8
2018/12/23, 92, 20, 11, 12, 3, 8
2018/12/24, 65, , , , , 
2018/12/27, 70, 25, 14, 13, 3, 8
2018/12/28, 67, 22, 12, 11, 3, 7
2018/12/29, 72, 41, 13, 12, 4, 7
2018/12/30, 112, , , , , 
2018/7/1, 67, 27, 27, 17, 4, 6
2018/7/2, 70, 34, 26, 20, 4, 7
2018/7/3, 68, 28, 43, 13, 4, 6
2018/7/4, 65, 43, 32, 15, 4, 6
2018/7/5, 65, 39, 37, 20, 4, 7
2018/7/6, 69, 32, 14, 20, 4, 7
2018/7/7, 62, 33, 30, 21, 5, 7
2018/7/8, 72, 27, 32, 15, 5, 6
2018/7/9, 60, 25, 42, 14, 4, 6
2018/7/10, 54, 52, 78, 18, 6, 7
2018/7/11, 105, 30, 60, 16, 5, 6
2018/7/12, 64, 23, 18, 17, 4, 7
2018/7/13, 58, 11, , 12, 4, 6
2018/7/14, 37, 17, , 18, 4, 8
2018/7/15, 45, 31, 38, 18, 5, 8
2018/7/16, 58, 52, 51, 23, 6, 9
2018/7/17, 93, 31, 35, 13, 5, 7
2018/7/18, 65, 29, , 13, 5, 7
2018/7/19, 55, 27, , 14, 5, 7
2018/7/20, 57, 40, , 18, 5, 8
2018/7/21, 82, 28, , 13, 5, 7
2018/7/22, 62, 32, , 19, 5, 8
2018/7/23, 64, 24, , 16, 4, 8
2018/7/24, 61, 40, , 23, 5, 9
2018/7/25, 77, 58, 17, 28, 5, 11
2018/7/26, 85, 27, 47, 17, 5, 9
2018/7/27, 59, 25, 60, 13, 5, 9
2018/7/28, 51, 24, 7, 12, 5, 9
2018/7/29, 61, 27, , 16, 5, 11
2018/7/30, 61, 28, 18, 17, 5, 10
2018/7/31, 61, 25, 40, 14, 4, 10
2018/8/1, 54, 29, 13, 22, 4, 8
2018/8/2, 70, 32, 7, 28, 4, 7
2018/8/3, 77, 50, 32, 33, 5, 8
2018/8/4, 110, 35, 62, 16, 4, 6
2018/8/5, 79, 33, 38, 27, 4, 6
2018/8/6, 86, 50, 48, 33, 5, 8
2018/8/7, 120, 28, 39, 22, 4, 5
2018/8/8, 69, 30, 13, 15, 4, 5
2018/8/9, 71, 23, , 14, 4, 5
2018/8/10, 60, 23, 11, 13, 3, 4
2018/8/11, 53, 28, , 16, 4, 5
2018/8/12, 67, 32, , 17, 5, 5
2018/8/13, 79, 20, 31, 12, 3, 6
2018/8/14, 61, 23, 32, 16, 4, 6
2018/8/15, 58, 26, 25, 19, 4, 7
2018/8/16, 48, 38, 17, 31, 5, 7
2018/8/17, 100, 43, 46, 30, 4, 8
2018/8/18, 96, 31, 51, 28, 4, 7
2018/8/19, 77, 44, 49, 36, 4, 9
2018/8/20, 112, 45, 79, 26, 4, 7
2018/8/21, 95, 39, 73, 24, 4, 7
2018/8/22, 76, 50, 97, 33, 5, 9
2018/8/23, 111, 52, 61, 29, 5, 8
2018/8/24, 122, 51, 67, 19, 6, 7
2018/8/25, 115, 31, 59, 15, 4, 10
2018/8/26, 97, 31, 15, 18, 6, 9
2018/8/27, 55, 34, 31, 22, 4, 8
2018/8/28, 79, 22, 20, 26, 4, 4
2018/8/29, 57, 24, 8, 20, 4, 3
2018/8/30, 45, 31, 9, 22, 4, 5
2018/8/31, 70, 21, 6, 19, 4, 3
2018/9/1, 56, 31, 8, 21, 5, 4
2018/9/2, 73, 24, 28, 19, 4, 4
2018/9/3, 63, 30, , 21, 4, 4
2018/9/4, 69, 40, 72, 24, 5, 5
2018/9/5, 92, 41, 87, 25, 6, 5
2018/9/6, 95, 39, 94, 27, 4, 5
2018/9/7, 89, 41, 41, 14, 4, 5
2018/9/8, 80, 34, 48, 13, 4, 4
2018/9/9, 87, 33, 41, 21, 4, 5
2018/9/10, 82, 42, 66, 22, 5, 5
2018/9/11, 103, 39, 43, 17, 5, 5
2018/9/12, 87, 27, 30, 19, 4, 4
2018/9/13, 66, 34, 45, 22, 4, 5
2018/9/14, 80, 38, , 18, 5, 5
2018/9/15, 88, 19, 17, 4, 4, 3
2018/9/16, 43, 19, 26, 8, 4, 3
2018/9/17, 42, 20, 41, 15, 5, 4
2018/9/18, 53, 37, 75, 25, 6, 6
2018/9/19, 84, 55, 86, 32, 6, 8
2018/9/20, 119, 48, 104, 21, 6, 6
2018/9/21, 114, 49, 97, 29, 7, 7
2018/9/22, 116, 38, 58, 26, 5, 6
2018/9/23, 91, 34, 32, 19, 5, 6
2018/9/24, 78, 28, 36, 21, 5, 7
2018/9/25, 72, 43, 92, 20, 6, 6
